# started on Sun Jan 13 18:10:45 2019

8169158;;branch-instructions;10043863;100.00;;
186113;;branch-misses;23289313;100.00;2.28;of all branches
664;;cache-misses;28273976;100.00;0.274;of all cache refs
59105460;;ref-cycles;34456511;100.00;;
241946;;cache-references;31480348;76.00;;
447582;;L1-dcache-load-misses;28023370;54.61;0.90;of all L1-dcache hits
49679893;;L1-dcache-loads;22516888;35.22;;
241152;;L1-dcache-store-misses;22427292;30.41;;
24681064;;L1-dcache-stores;18325950;22.28;;
667;;LLC-load-misses;20294279;21.58;0.21;of all LL-cache hits
312261;;LLC-loads;20035567;19.59;;
111;;LLC-store-misses;8265181;8.08;;
<not counted>;;LLC-stores;0;0.00;;
<not counted>;;branch-load-misses;0;100.00;;
<not counted>;;branch-loads;0;100.00;;
