# started on Sun Jan 13 19:27:30 2019

106644802;;branch-instructions;10603798;8.69;;
997751;;branch-misses;15618344;12.81;0.94;of all branches
593;;cache-misses;21643239;100.00;0.136;of all cache refs
129811240;;ref-cycles;72474655;100.00;;
437349;;cache-references;88489852;98.48;;
665994;;L1-dcache-load-misses;76858925;83.11;0.86;of all L1-dcache hits
77664199;;L1-dcache-loads;5243749;5.51;;
286489;;L1-dcache-store-misses;5238670;5.36;;
28565078;;L1-dcache-stores;5233702;5.22;;
281;;LLC-load-misses;9141595;8.55;0.10;of all LL-cache hits
277907;;LLC-loads;8517017;7.82;;
317;;LLC-store-misses;6051142;5.36;;
13660;;LLC-stores;13175895;10.80;;
1015036;;branch-load-misses;13175895;10.80;;
106925602;;branch-loads;13175895;10.80;;
