# started on Sun Jan 13 18:13:50 2019

96055020;;branch-instructions;13352852;11.86;;
908865;;branch-misses;5721157;5.08;0.95;of all branches
4600;;cache-misses;14207649;12.63;2.926;of all cache refs
39305500;;ref-cycles;22540985;100.00;;
157205;;cache-references;26512053;91.88;;
274224;;L1-dcache-load-misses;31010908;89.17;0.71;of all L1-dcache hits
38658498;;L1-dcache-loads;19239301;40.00;;
180764;;L1-dcache-store-misses;23451145;40.27;;
19203340;;L1-dcache-stores;21716259;31.11;;
681;;LLC-load-misses;28704289;33.02;0.26;of all LL-cache hits
265171;;LLC-loads;24710488;26.14;;
186;;LLC-store-misses;14772489;14.52;;
13640;;LLC-stores;16126368;14.57;;
923348;;branch-load-misses;18079848;16.06;;
96441227;;branch-loads;18079848;16.06;;
