# started on Sun Jan 13 19:32:53 2019

98477589;;branch-instructions;58122560;49.79;;
950912;;branch-misses;51338101;43.98;0.97;of all branches
1033;;cache-misses;45998673;39.41;0.177;of all cache refs
204998806;;ref-cycles;47497915;40.69;;
584396;;cache-references;39393436;33.75;;
914131;;L1-dcache-load-misses;14212103;12.19;5.09;of all L1-dcache hits
17948245;;L1-dcache-loads;7597797;34.59;;
91445;;L1-dcache-store-misses;10091084;35.72;;
10418902;;L1-dcache-stores;14016038;38.95;;
493;;LLC-load-misses;16090917;36.29;0.33;of all LL-cache hits
149228;;LLC-loads;15973114;30.74;;
65;;LLC-store-misses;18209773;29.11;;
9006;;LLC-stores;22494694;30.21;;
650605;;branch-load-misses;29143447;35.93;;
77469833;;branch-loads;39746052;43.34;;
