# started on Sun Jan 13 17:59:15 2019

95597321;;branch-instructions;50320107;44.03;;
933004;;branch-misses;48844217;42.73;0.98;of all branches
1747;;cache-misses;47566820;41.62;0.292;of all cache refs
199652672;;ref-cycles;51378919;44.95;;
599244;;cache-references;50940069;44.57;;
902314;;L1-dcache-load-misses;20035844;17.55;3.79;of all L1-dcache hits
23794771;;L1-dcache-loads;8234126;28.26;;
99051;;L1-dcache-store-misses;8217656;25.98;;
10180704;;L1-dcache-stores;7318134;20.08;;
685;;LLC-load-misses;15076746;32.28;0.39;of all LL-cache hits
175142;;LLC-loads;21658412;37.27;;
124;;LLC-store-misses;20645321;30.65;;
9079;;LLC-stores;14619445;20.10;;
615217;;branch-load-misses;19707503;25.32;;
69442960;;branch-loads;26144933;31.03;;
