# started on Sun Jan 13 19:06:47 2019

17780813;;branch-instructions;20286017;100.00;;
432097;;branch-misses;52900109;100.00;2.43;of all branches
1229;;cache-misses;96445316;100.00;0.264;of all cache refs
174174420;;ref-cycles;97745421;100.00;;
464779;;cache-references;99056276;100.00;;
713319;;L1-dcache-load-misses;80081087;79.79;0.80;of all L1-dcache hits
88993376;;L1-dcache-loads;9078613;8.40;;
342963;;L1-dcache-store-misses;18861314;15.82;;
34717411;;L1-dcache-stores;12392934;10.28;;
280;;LLC-load-misses;2611018;2.14;0.09;of all LL-cache hits
315948;;LLC-loads;1754025;1.43;;
276;;LLC-store-misses;442412;0.36;;
<not counted>;;LLC-stores;0;0.00;;
<not counted>;;branch-load-misses;0;100.00;;
<not counted>;;branch-loads;0;100.00;;
