devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.175035,0.048674,5209.617480,24.921099,6837.623094,213328372.000000,13653015808.000000
rxCtr,6.767200,0.001316,3464.806403,0.671398,4547.558336,141722555.000000,9070243520.000000
