devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864656,0.071468,7610.703258,36.591458,9989.048194,309563219.000000,19812046016.000000
rxCtr,9.361378,0.000708,4793.026041,0.366646,6290.846577,194743308.000000,12463571712.000000
