devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,13.719933,0.067348,7024.604940,34.483198,9219.794185,287623997.000000,18407935808.000000
rxCtr,9.220527,0.034490,4720.910028,17.656190,6196.194344,192950715.000000,12348845760.000000
