devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864465,0.072219,7610.605161,36.976522,9988.919492,311649227.000000,19945550528.000000
rxCtr,9.369431,0.000813,4797.148857,0.417474,6296.257808,196223869.000000,12558327616.000000
