devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,1.963756,0.009201,1005.442769,4.710708,1319.643651,40677218.000000,2603341952.000000
rxCtr,1.965924,0.000526,1006.553172,0.270457,1321.101021,40677217.000000,2603341888.000000
