devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.864464,0.072240,7610.604882,36.987724,9988.919143,311178644.000000,19915433216.000000
rxCtr,10.353698,0.000694,5301.093593,0.360665,6957.685273,216503483.000000,13856222912.000000
