devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,13.005660,0.063298,6658.897266,32.409048,8739.802822,270354967.000000,17302717888.000000
rxCtr,9.347788,0.001037,4786.067762,0.528146,6281.713862,194115815.000000,12423412160.000000
