devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,14.861209,0.079300,7608.938416,40.601843,9986.731871,266655276.000000,17065937664.000000
rxCtr,8.486218,0.001057,4344.943764,0.538142,5702.738600,152071131.000000,9732552384.000000
