devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,3.912185,0.020269,2003.038366,10.377577,2628.987905,69365375.000000,4439384000.000000
rxCtr,3.917278,0.000268,2005.646193,0.137331,2632.410599,69365372.000000,4439383808.000000
