devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,0.993871,0.004527,508.861788,2.318062,667.881113,20901754.000000,1337712256.000000
rxCtr,0.994879,0.000341,509.377828,0.174207,668.558391,20901753.000000,1337712192.000000
