devDesc,mpps_avg,mpps_stdDev,mbit_avg,mbit_stdDev,wirembit_avg,bytes_total,packets_total
txCtr,10.158807,0.051547,5201.308487,26.391510,6826.717530,183713217.000000,11757645888.000000
rxCtr,6.686398,0.001174,3423.436032,0.601416,4493.259717,120785981.000000,7730302784.000000
